Klaida ivyko!2017-10-20 14:02:39,C:\xampp\htdocs\PHP\Penktadienis\index.php,29,Undefined variable: a
Klaida ivyko!2017-10-21 16:52:15,C:\xampp\htdocs\PHP\Penktadienis\index.php,29,Undefined variable: a
Klaida ivyko!2017-10-22 05:11:55,C:\xampp\htdocs\PHP\Penktadienis\index.php,29,Undefined variable: a
